what,kind,bundleId,bundleVersion,description,time
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1383792145665
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1383792145666
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1383792145666
os,sysinfo,,,"win32",1383792145669
arch,sysinfo,,,"x86",1383792145669
ws,sysinfo,,,"win32",1383792145669
locale,sysinfo,,,"en_US",1383792145669
processors,sysinfo,,,"4",1383792145670
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1383792145670
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1383792145670
java.specification.name,sysinfo,,,"Java Platform API Specification",1383792145670
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1383792145670
java.specification.version,sysinfo,,,"1.6",1383792145670
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1383792145670
java.version,sysinfo,,,"1.6.0_23",1383792145670
java.vm.info,sysinfo,,,"mixed mode",1383792145670
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1383792145670
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1383792145670
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1383792145670
java.vm.specification.version,sysinfo,,,"1.0",1383792145670
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1383792145670
java.vm.version,sysinfo,,,"19.0-b09",1383792145670
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1383792145671
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1383792146488
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1383792146689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383792147442
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1383792148239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383792343664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383792344871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383792346742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383792351361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383794262031
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1383794262047
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383794310735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383794393844
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383794396469
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1383794398568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383794410034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383794542550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383794544803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383886335465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383886337717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383886691127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383964156461
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383964157764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384313726925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384313727808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384313731838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384313739039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316308834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384316308834
